"","lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"11",31.149534,-29.395678,19.4318752288818,10.7281665802002,56.6616096496582,281.501312255859,27.3522491455078,8.41849994659424,18.9337501525879,22.6544170379639,15.7687501907349,22.6590824127197,15.7687501907349,992,134,23,49.4467658996582,385,97,380,97
"12",38.282757,6.42367,21.3687076568604,15.0834579467773,74.486213684082,81.7028198242188,31.5329990386963,11.2829999923706,20.25,21.5948753356934,21.765209197998,22.5238742828369,20.6593742370605,1045,146,21,50.1691017150879,376,87,261,348
"13",31.453483,-28.891491,19.3744583129883,10.8272504806519,59.6394805908203,258.586669921875,27.3077507019043,9.15324974060059,18.1545009613037,22.3564586639404,16.0482082366943,22.3840827941895,16.0482082366943,1085,146,29,50.9452438354492,422,101,413,101
"14",28.88,-2.49,18.5597820281982,10.1780204772949,82.2433090209961,29.3310832977295,24.9514999389648,12.576000213623,12.3754997253418,18.4669170379639,18.5070419311523,18.9590835571289,18.3208751678467,1436,178,18,46.464412689209,482,99,316,170
"15",30.162855,-23.736912,18.478551864624,12.1518955230713,59.2248153686523,306.959075927734,26.9277496337891,6.40950012207031,20.5182495117188,21.628625869751,14.2315835952759,21.628625869751,14.2315835952759,968,188,17,76.1162033081055,497,54,497,54
"16",30.15081,-1.960449,20.0356979370117,11.0992708206177,84.8389739990234,34.2675819396973,26.8020000457764,13.7192497253418,13.0827503204346,19.9613742828369,20.0949993133545,20.4464588165283,19.7830829620361,1047,182,9,57.1191558837891,434,59,193,314
"17",30.841164,-29.79934,20.0251770019531,9.94397926330566,53.9093246459961,284.395690917969,27.8217506408691,9.37600040435791,18.4457511901855,23.3576240539551,16.3269577026367,23.3576240539551,16.3269577026367,973,133,21,47.3447265625,373,103,373,103
"18",30.700213,-29.771711,18.6616973876953,10.8742294311523,54.5347480773926,306.326568603516,26.8642501831055,6.92425012588501,19.9400005340576,22.1142921447754,14.9762916564941,22.1493339538574,14.6096668243408,927,133,18,54.6802101135254,378,81,369,81
"19",36.75,-1.25,18.5507698059082,11.6072082519531,72.5337219238281,128.514022827148,27.3339996337891,11.3315000534058,16.002498626709,19.4929580688477,16.945125579834,19.9608325958252,16.7281665802002,1008,236,23,78.9869766235352,504,75,376,86
"20",48.45827,-17.694478,20.9729061126709,12.4484376907349,67.0334014892578,249.386322021484,29.7347507476807,11.1642503738403,18.570499420166,23.554708480835,17.8102073669434,23.554708480835,17.6747913360596,1114,268,5,109.277305603027,711,22,711,27
"21",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"22",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"23",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"24",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"25",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"26",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"27",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"28",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"29",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"30",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"31",37.15,-0.81,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"32",37.14,-0.76,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"33",37.14,-0.76,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"34",37.14,-0.76,19.2990417480469,11.5569581985474,76.2407760620117,113.57332611084,27.6175003051758,12.4589996337891,15.1585006713867,20.0417499542236,17.9439163208008,20.3068752288818,17.7655830383301,1265,321,24,90.7919464111328,650,81,470,91
"35",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"36",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"37",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"38",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"39",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"40",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"41",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"42",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"43",37.14,-0.64,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"44",37.13,-0.65,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"45",37.13,-0.65,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"46",37.13,-0.65,18.4501037597656,11.5183334350586,74.2758941650391,107.216209411621,26.8592491149902,11.3517503738403,15.5074987411499,19.199291229248,17.1783332824707,19.4297504425049,17.0181655883789,1353,328,36,86.7763824462891,675,120,464,125
"47",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"48",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"49",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"50",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"51",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"52",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"53",36.96,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"54",36.97,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"55",36.97,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"56",36.97,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"57",36.98,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"58",36.98,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"59",36.98,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"60",36.98,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"61",36.97,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"62",36.97,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"63",36.97,-0.67,16.6869373321533,11.9731664657593,76.927360534668,108.88346862793,25.2987499237061,9.73449993133545,15.5642499923706,17.6135005950928,15.2507085800171,17.80637550354,15.1512088775635,1680,393,48,82.6775741577148,837,166,564,186
"64",36.95,-0.66,16.3929481506348,12.1621046066284,76.8124847412109,98.1634674072266,24.9792499542236,9.14575004577637,15.8334999084473,17.2813758850098,15.1262083053589,17.4167919158936,15.0308752059937,1519,334,48,78.4111022949219,726,170,479,184
"65",36.95,-0.66,16.3929481506348,12.1621046066284,76.8124847412109,98.1634674072266,24.9792499542236,9.14575004577637,15.8334999084473,17.2813758850098,15.1262083053589,17.4167919158936,15.0308752059937,1519,334,48,78.4111022949219,726,170,479,184
"66",36.95,-0.66,16.3929481506348,12.1621046066284,76.8124847412109,98.1634674072266,24.9792499542236,9.14575004577637,15.8334999084473,17.2813758850098,15.1262083053589,17.4167919158936,15.0308752059937,1519,334,48,78.4111022949219,726,170,479,184
"67",36.95,-0.66,16.3929481506348,12.1621046066284,76.8124847412109,98.1634674072266,24.9792499542236,9.14575004577637,15.8334999084473,17.2813758850098,15.1262083053589,17.4167919158936,15.0308752059937,1519,334,48,78.4111022949219,726,170,479,184
"68",36.95,-0.66,16.3929481506348,12.1621046066284,76.8124847412109,98.1634674072266,24.9792499542236,9.14575004577637,15.8334999084473,17.2813758850098,15.1262083053589,17.4167919158936,15.0308752059937,1519,334,48,78.4111022949219,726,170,479,184
"69",36.94,-0.66,16.3929481506348,12.1621046066284,76.8124847412109,98.1634674072266,24.9792499542236,9.14575004577637,15.8334999084473,17.2813758850098,15.1262083053589,17.4167919158936,15.0308752059937,1519,334,48,78.4111022949219,726,170,479,184
